ShipmentID,VendorID,ProductID,Quantity,ShipDate,ActualDeliveryDate,ExpectedDeliveryDate,Status,ShippingMode,CarrierName,DelayReason,DeliveryCost,TrackingID
2757,496,986,98,2024-10-26,2024-11-22,2024-11-22,Delivered,Air,Expeditors International,,184.3,1cfc0ea9-eb76-48b7-a1ab-60a2840445ea
2758,29,574,60,2024-05-29,2024-05-30,2024-06-01,Delivered,Sea,DB Schenker,,80.51,cbeac03e-5e90-4326-9ed7-58b4eee517d0
2759,235,147,10,2024-02-20,2024-03-01,2024-02-28,Delivered,Road,FedEx,,77.64,fc4d3d2e-bf85-43ea-935c-a9f9ef342aae
2760,242,172,69,2024-03-23,2024-04-09,2024-04-07,Delivered,Sea,FedEx,,141.1,29f46854-9225-4b36-bae7-ca39ad162770
2761,498,1056,87,2025-07-02,2025-07-29,2025-07-30,Delivered,Sea,UPS,,38.27,6a1147f9-6575-4c3c-b5ca-23a20f4069fd
2762,4,876,92,2024-09-22,2024-09-28,2024-09-25,Delivered,Air,Estes Express Lines,,25.74,9fd2bc6b-858c-4603-b184-56728531f354
2763,242,714,22,2025-07-14,2025-08-13,2025-07-29,Delayed,Sea,XPO Logistics,Weather,101.38,41a19220-820b-48e8-a864-3ddde1674769
2764,69,788,56,2024-01-07,2024-01-21,2024-01-21,Delivered,Air,J.B. Hunt,,117.96,bf95f66d-5428-44d3-be81-9d9de17d57e7
2765,441,1759,18,2025-08-03,2025-08-15,2025-08-16,Delivered,Sea,Panalpina,,49.29,a1959e46-acf1-40bf-8aec-6fcec9b3fb1e
2766,421,1564,85,2024-07-11,2024-07-22,2024-07-23,Delivered,Road,Estes Express Lines,,195.45,32764cb7-20a4-464a-a268-ec3c64804f64
2767,210,241,9,2024-05-11,2024-05-24,2024-05-24,Delivered,Road,XPO Logistics,,168.75,e400156a-cdda-4dbf-a50c-7028993fb3ff
2768,247,1667,52,2024-02-12,2024-02-29,2024-03-02,Delivered,Road,Ryder,,58.57,7897039c-8b66-41b0-b5ce-96a9222327a2
2769,163,1741,27,2024-07-11,2024-07-28,2024-07-26,Delivered,Air,DB Schenker,,107.66,b2cbb5b0-854c-44f5-85c4-ac2f1503ebee
2770,349,683,93,2024-09-17,2024-10-03,2024-10-01,Delivered,Air,Kuehne + Nagel,,23.0,865794a3-07b8-4356-ba26-b75459d1e3bf
2771,103,874,93,2025-07-15,2025-07-28,2025-07-27,Delivered,Road,Ryder,,121.35,35206b1b-133d-4a83-9451-8b3f0f99b673
2772,440,1837,42,2024-05-10,2024-05-29,2024-05-27,Delivered,Air,Ryder,,166.14,24a361cd-4dab-4998-8ed0-d4f232f98cdb
2773,62,697,70,2024-12-02,2024-12-20,2024-12-17,Delivered,Air,Estes Express Lines,,51.28,181c89f5-3639-4f2d-8f3d-2f7e6b7bd311
2774,289,1100,46,2024-01-22,2024-01-30,2024-01-30,Delivered,Air,FedEx,,100.64,52e863d6-8b34-421d-a3c0-927780d0918b
2775,10,660,66,2023-12-23,,2023-12-30,Pending,Road,Ryder,,173.89,a81378ff-bdae-4327-9640-fed826f407ae
2776,399,308,84,2024-07-23,2024-08-07,2024-08-04,Delivered,Sea,ArcBest,,189.14,d39da63e-0c78-44dc-a59e-41aac434a90e
2777,272,361,59,2023-10-10,2023-10-28,2023-10-27,Delivered,Road,YRC Worldwide,,44.07,f8806658-0072-4cbe-b425-4efc9ad4ab4a
2778,180,357,74,2024-12-04,2024-12-14,2024-12-14,Delivered,Sea,TNT Express,,175.16,89e9eff1-ac78-4289-ac05-200f722b50ee
2779,286,1691,62,2024-07-06,2024-07-15,2024-07-17,Delivered,Road,Ryder,,168.98,8998fd48-2886-4470-b0ea-b2199975c86c
2780,131,1440,14,2025-05-08,,2025-05-20,Pending,Air,C.H. Robinson,,24.02,5e50aaa2-9809-4631-bd5a-2b339c39f5c5
2781,123,1,87,2024-08-26,2024-09-12,2024-09-06,Delayed,Air,UPS,Missing Documentation,139.7,c70cc9ee-1d0d-410f-af44-3914873009eb
2782,152,1417,82,2025-03-23,2025-03-30,2025-03-31,Delivered,Air,UPS,,102.02,dfbaaed8-1971-4208-8571-aa50fccb3a69
2783,272,1459,3,2023-10-03,2023-10-23,2023-10-20,Delivered,Air,FedEx,,140.58,e472cb05-3f87-4a7a-9e92-b325fce0280f
2784,121,1389,69,2023-11-16,2023-11-25,2023-11-25,Delivered,Sea,USPS,,103.18,68dcb9b4-7ae5-43ff-820b-340686c78943
2785,497,399,31,2024-12-08,2025-01-07,2025-01-05,Delivered,Air,FedEx,,18.41,b5b617ab-d5db-42f4-b0fa-f471d0977b8f
2786,366,1649,17,2024-02-17,2024-03-01,2024-03-01,Delivered,Road,UPS,,102.53,f06d63eb-daee-4090-9fdb-d5867b66eeca
2787,463,277,44,2024-07-23,2024-08-21,2024-08-18,Delivered,Sea,TNT Express,,198.72,b8c8ebee-cb33-4ab5-9ed2-859a7c33bb00
2788,97,1429,70,2024-12-24,2025-01-04,2025-01-04,Delivered,Air,USPS,,107.79,2453fe8d-48f9-422d-be24-63609f7573e1
2789,265,1955,60,2025-02-26,2025-03-14,2025-03-11,Delivered,Sea,C.H. Robinson,,57.31,5c75416e-e07e-47f6-beaa-2f01240c6a50
2790,459,1755,75,2023-10-28,2023-11-15,2023-11-17,Delivered,Sea,J.B. Hunt,,111.89,a0ccdc40-31ad-49da-9eba-523a91ac40ec
2791,165,30,2,2024-12-31,2025-01-07,2025-01-08,Delivered,Sea,YRC Worldwide,,23.67,2fccb2dc-0ffe-4cdf-aecd-1a34a70771bd
2792,74,1687,96,2025-05-07,2025-05-22,2025-05-15,Delayed,Sea,Deutsche Post,Supplier Delay,155.15,b5793784-2918-4495-9420-16e13793c319
2793,475,1094,44,2025-05-19,2025-06-11,2025-06-09,Delivered,Sea,Estes Express Lines,,77.48,6dafd4bd-9159-4d09-8c14-111011943c4b
2794,312,640,92,2024-09-05,2024-09-20,2024-09-22,Delivered,Road,Estes Express Lines,,176.36,16743bf0-f427-47fe-b6e0-253ee9f02723
2795,496,213,85,2023-11-01,2023-11-30,2023-11-28,Delivered,Air,DB Schenker,,40.69,9509053d-d285-4e5c-834e-86f705bb0e90
2796,398,203,5,2025-05-04,2025-05-15,2025-05-13,Delivered,Sea,Saia,,185.24,5cb37307-16bf-4120-a7ee-5a6865840908
2797,182,649,34,2024-11-30,2024-12-11,2024-12-12,Delivered,Air,XPO Logistics,,111.68,c1ade3ce-4575-49bb-a3f0-4cc8a76bdbc6
2798,350,62,94,2024-10-30,2024-11-12,2024-11-09,Delivered,Road,Panalpina,,89.5,cafead9b-6f5e-4b81-8491-79285217c82e
2799,142,249,54,2025-09-30,2025-10-15,2025-10-12,Delivered,Air,DB Schenker,,9.02,1b2a55d7-966a-4429-a7e0-3a77af8740f5
2800,208,1226,9,2025-01-21,2025-01-31,2025-01-29,Delivered,Road,USPS,,183.15,3d9e3149-60e0-4968-9261-d6c09dbade09
2801,132,1153,52,2024-11-23,2024-12-08,2024-12-07,Delivered,Air,Old Dominion Freight Line,,113.91,cfeb1229-334e-45ef-9482-cbbdcca7d3a9
2802,332,1814,25,2025-01-08,2025-01-17,2025-01-17,Delivered,Air,DHL,,101.01,576e5154-6917-4eec-a7f1-47c280937554
2803,229,1533,50,2023-12-19,2024-01-02,2023-12-30,Delivered,Sea,TNT Express,,48.7,d9ea7cfd-d4ab-414b-81bb-9cee08e3dc6d
2804,79,1946,18,2024-10-25,2024-11-09,2024-11-06,Delivered,Sea,Old Dominion Freight Line,,42.34,1d03e689-c126-4091-93f7-38b8675ce6c4
2805,31,1467,76,2024-01-27,2024-01-30,2024-01-31,Delivered,Sea,TNT Express,,14.65,fec76321-545c-4be8-adb5-c8790d3e2284
2806,408,1805,84,2025-08-18,2025-09-04,2025-09-03,Delivered,Road,DB Schenker,,193.84,2e2e7ad5-8a8e-4fd1-adab-74e689e7e2d7
2807,480,1774,49,2023-12-23,2024-01-25,2024-01-14,Delayed,Sea,DHL,Missing Documentation,90.05,f5ed4f13-5a45-4dc8-b8ca-32d6ef464e55
2808,49,875,35,2024-12-30,2025-01-01,2025-01-02,Delivered,Air,UPS,,12.72,319d19e0-1aff-4bcf-a5fb-4d22a12b6b9c
2809,263,1232,77,2024-07-24,2024-08-10,2024-08-11,Delivered,Sea,Estes Express Lines,,138.47,03f0710c-7d44-4e2c-9891-1930c5018710
2810,243,1517,79,2025-08-09,2025-08-19,2025-08-18,Delivered,Sea,FedEx,,179.19,f61a7986-e620-4bff-955e-57ffc32d0858
2811,349,1086,76,2024-04-30,2024-05-17,2024-05-14,Delivered,Air,USPS,,165.17,c8235dc5-b016-4502-abae-5ef48c6519d4
2812,450,281,29,2024-12-13,2024-12-28,2024-12-25,Delivered,Sea,USPS,,67.95,741a0d56-41aa-4281-85fb-9b0c9cb0ac92
2813,50,1668,86,2024-11-07,2024-11-12,2024-11-13,Delivered,Sea,UPS,,164.89,686d64da-1af1-492c-825e-9ed9579e25fb
2814,286,1585,86,2025-08-15,2025-08-25,2025-08-26,Delivered,Air,ArcBest,,58.02,daba0c9d-ac84-4424-9a72-82f239faeb30
2815,102,785,38,2024-03-26,2024-04-10,2024-04-09,Delivered,Sea,J.B. Hunt,,28.75,6e582bd5-a5dd-4212-8da5-fd63f8475610
2816,376,1720,40,2023-12-15,2023-12-26,2023-12-23,Delivered,Sea,XPO Logistics,,28.77,ff1b2e20-f3bf-4db3-8bc5-b86f90bedb84
2817,225,206,36,2024-09-02,2024-10-01,2024-09-16,Delayed,Air,J.B. Hunt,Weather,151.79,e5cb5875-6c50-4918-bc66-a9686ff27dbf
2818,341,1415,88,2025-01-15,2025-02-02,2025-02-02,Delivered,Air,TNT Express,,11.43,bdb9a982-aac7-41da-bbde-4a3cb5de7142
2819,329,1740,21,2025-03-10,2025-03-31,2025-03-21,Delayed,Sea,XPO Logistics,Logistics Issue,148.62,abb0d48d-22f4-45ab-a977-80a611fa5d66
2820,169,1982,26,2025-06-06,2025-06-18,2025-06-17,Delivered,Road,FedEx,,32.04,dfc19b02-60bc-466c-a739-b44162de2cad
2821,139,1980,89,2024-08-13,2024-08-23,2024-08-25,Delivered,Road,USPS,,129.48,88d0cfaa-ebe7-4067-badc-4f915b39d872
2822,452,1433,23,2025-06-26,2025-07-23,2025-07-24,Delivered,Air,J.B. Hunt,,190.11,c8a8c9d8-75d8-4b1e-9e68-494962dc28e7
2823,211,1991,76,2024-04-24,2024-05-08,2024-05-05,Delivered,Road,XPO Logistics,,175.96,ef174cd0-ccbe-4e7f-9ff8-a6c6fbea6cb3
2824,9,1697,77,2024-10-10,2024-10-13,2024-10-15,Delivered,Sea,FedEx,,12.53,21401cc9-a405-4a18-80b9-b046256efc0e
2825,439,135,69,2025-05-30,2025-06-18,2025-06-18,Delivered,Air,Ryder,,140.05,a262f75a-d605-440d-bad3-c3370bcf0e60
2826,240,761,75,2024-01-10,2024-01-26,2024-01-28,Delivered,Road,TNT Express,,28.2,151ba86f-0833-4b44-99fc-1d3cbb7958e4
2827,65,1330,45,2025-07-28,2025-08-12,2025-08-14,Delivered,Sea,J.B. Hunt,,188.21,30c22acf-2ceb-4511-adfd-f3cbc4fc5326
2828,12,1107,74,2025-03-15,2025-03-20,2025-03-21,Delivered,Sea,FedEx,,106.91,6b94af01-e5ff-413e-a685-299d0c2d494a
2829,241,478,64,2025-08-29,2025-09-14,2025-09-14,Delivered,Air,Ryder,,61.7,de11c77c-1ac5-4530-ac89-5ef592856968
2830,368,400,42,2024-12-12,2024-12-20,2024-12-21,Delivered,Air,J.B. Hunt,,103.37,5d80eb7b-1d8c-40a0-92b0-5819e04a2c00
2831,275,142,39,2024-09-21,2024-10-09,2024-10-10,Delivered,Air,Expeditors International,,170.35,f1e05ab8-2890-482e-971d-9b2163f41ddb
2832,461,1678,34,2025-01-29,2025-02-28,2025-02-27,Delivered,Sea,Panalpina,,74.85,f6f764ed-d906-4d45-89c1-986eb861544b
2833,252,1868,60,2023-12-11,2023-12-27,2023-12-27,Delivered,Road,Panalpina,,39.75,aeddc877-582a-4ed1-af7c-1e10351602a3
2834,192,1429,74,2025-02-22,2025-03-13,2025-03-12,Delivered,Sea,Old Dominion Freight Line,,149.5,43773836-bc54-4b4d-a8f9-0f8bd8a27ccc
2835,212,1594,79,2024-03-02,2024-03-24,2024-03-17,Delayed,Air,Deutsche Post,Customs,137.67,34728e8b-4c35-45fe-a3f6-a8c7fd9cb74b
2836,297,1643,27,2025-09-25,2025-10-09,2025-10-07,Delivered,Sea,FedEx,,52.93,f75602ec-6d74-4028-9523-757bebb9bb8b
2837,357,83,78,2025-01-15,2025-01-31,2025-02-01,Delivered,Air,DHL,,182.13,051b12fb-b4f9-4ce5-80df-58f5a79f41d8
2838,52,560,25,2025-09-18,2025-09-25,2025-09-27,Delivered,Sea,TNT Express,,130.08,cb35e974-b4a4-4ee2-83bb-01ad6701a3b1
2839,255,1578,53,2025-09-14,2025-09-27,2025-09-29,Delivered,Air,XPO Logistics,,179.18,615bb367-89fb-4104-b4c6-45d758031054
2840,359,123,84,2023-11-26,2023-12-17,2023-12-06,Delayed,Air,J.B. Hunt,Customs,196.84,c4801362-4018-497b-81b7-f062d441b3b7
2841,445,1151,78,2024-03-18,2024-04-04,2024-04-02,Delivered,Air,TNT Express,,194.56,afcfb30f-a70a-45c0-917a-322f8f4ca76f
2842,280,643,87,2023-12-26,2024-01-13,2024-01-14,Delivered,Air,Saia,,95.78,9e586fe1-fe49-4a04-b151-16cfeb75cdba
2843,5,1780,59,2025-06-11,2025-06-16,2025-06-16,Delivered,Air,XPO Logistics,,49.03,878bfaa5-cbcc-46f4-8103-8e58ae185dad
2844,301,505,67,2025-01-08,2025-01-17,2025-01-18,Delivered,Sea,XPO Logistics,,81.66,6faab4bf-eb70-4f59-b49c-3a484b56bd15
2845,184,1409,21,2025-05-06,2025-05-13,2025-05-14,Delivered,Road,J.B. Hunt,,129.38,7c15adf8-dfff-4bb0-b466-d52ad9685453
2846,99,1921,20,2024-06-17,2024-06-30,2024-06-30,Delivered,Air,YRC Worldwide,,86.52,08ed2525-8e19-4c9f-ac5c-a010f3138255
2847,208,1666,38,2023-11-03,2023-11-09,2023-11-11,Delivered,Air,FedEx,,33.67,2aa09c08-283f-4f3a-a98c-84d763abe581
2848,432,183,89,2024-09-22,2024-10-07,2024-10-05,Delivered,Sea,Kuehne + Nagel,,8.52,1b50406d-27b4-415c-b0a5-d41615fa4ad6
2849,490,177,19,2023-10-09,2023-10-30,2023-10-30,Delivered,Sea,DHL,,178.38,7d255a23-a5fe-4fff-8c78-c95ce8439c68
2850,481,766,86,2024-05-11,2024-06-03,2024-06-04,Delivered,Road,Saia,,180.12,f6f49b39-c836-4e05-a063-6b97b4372b0c
2851,149,1788,15,2023-12-06,2023-12-17,2023-12-15,Delivered,Air,YRC Worldwide,,156.5,b47a765f-9d0d-4499-aee5-9f0657820d09
2852,348,1510,50,2023-10-24,2023-11-10,2023-11-08,Delivered,Air,Ryder,,86.86,716f38d5-c748-4337-9e6c-39e0fa25f4b9
2853,213,1333,68,2023-12-17,2023-12-29,2023-12-28,Delivered,Air,Ryder,,198.3,45ab636d-5ea9-46fa-8442-06e5dfbb9324
2854,141,1609,20,2024-05-01,2024-05-19,2024-05-19,Delivered,Sea,J.B. Hunt,,78.3,f864fb60-2dc3-43f5-b5dd-53f9181ac739
2855,310,1197,19,2025-04-10,,2025-04-21,Pending,Air,ArcBest,,142.95,36fa04ca-72b0-4cea-921a-217156254e24
2856,123,96,30,2025-04-26,2025-05-10,2025-05-07,Delivered,Road,Saia,,175.39,b6d2078f-fb6b-4b37-8003-fface2441931
2857,108,144,78,2025-04-17,2025-05-04,2025-05-02,Delivered,Air,Deutsche Post,,87.65,a531fffd-15b1-47bb-8723-a910a53221f2
2858,258,1727,84,2024-09-24,2024-10-04,2024-10-04,Delivered,Sea,Saia,,50.13,fa350c7c-2fe4-46df-a86c-7d24079dedd7
2859,18,27,78,2025-05-09,2025-05-12,2025-05-12,Delivered,Sea,DB Schenker,,95.61,394e7ea2-8b6e-451d-bae7-ff5b7b9755d8
2860,489,1556,91,2025-01-30,2025-02-25,2025-02-25,Delivered,Sea,DB Schenker,,183.81,57641192-9316-4988-a395-38da1f050d4a
2861,294,59,10,2024-01-17,2024-01-30,2024-01-31,Delivered,Sea,UPS,,52.78,b535961d-bb81-4df7-9d7a-e6f2ef8706bd
2862,39,317,69,2024-12-15,2024-12-22,2024-12-22,Delivered,Air,ArcBest,,42.7,2bbdd01c-9034-48f6-b1b2-a8fdb5cfaf92
2863,24,1373,73,2025-01-23,2025-01-29,2025-01-28,Delivered,Sea,J.B. Hunt,,89.58,fd4d732b-0e59-400a-94a5-f2600e16f111
2864,431,1223,31,2024-03-14,2024-03-25,2024-03-22,Delivered,Sea,FedEx,,114.78,bce0b177-0fe9-4787-86d1-07aad90fff40
2865,284,1982,10,2023-10-22,2023-11-05,2023-11-02,Delivered,Air,Panalpina,,77.72,c252e23a-fbcd-4bf2-af61-87032a312c19
2866,473,1059,71,2025-01-30,2025-02-22,2025-02-20,Delivered,Sea,FedEx,,68.15,e9d563b6-84ba-4cc5-9a29-057b22013175
2867,15,1494,11,2024-08-26,2024-08-31,2024-08-29,Delivered,Air,C.H. Robinson,,113.85,b60b9d5e-f7e1-4c24-bfad-2d96fd8a2857
2868,31,821,6,2025-09-15,2025-09-17,2025-09-19,Delivered,Road,DHL,,146.76,2c832ba6-a540-498f-8ab4-61c2525a4134
2869,291,148,92,2024-09-15,2024-10-01,2024-09-28,Delivered,Road,Deutsche Post,,17.2,e4243c55-96cd-45eb-8592-7e6f2cfb136b
2870,162,476,15,2025-08-22,2025-09-01,2025-09-01,Delivered,Sea,DHL,,62.33,741b8303-578b-416e-931e-40324cb4f2e0
2871,448,925,2,2024-04-03,2024-04-17,2024-04-16,Delivered,Sea,FedEx,,43.07,9e48d6eb-e008-403e-b26d-4b646cb85294
2872,362,1832,79,2024-11-19,2024-11-29,2024-11-29,Delivered,Road,DHL,,122.6,4a806c16-f60d-42bd-837f-4d73055fe0c6
2873,42,1735,84,2025-04-11,2025-04-17,2025-04-16,Delivered,Air,C.H. Robinson,,39.77,ac3d80e4-1cf5-48ab-b9f2-cbdcb873a509
2874,194,772,71,2024-08-08,2024-08-19,2024-08-17,Delivered,Sea,Ryder,,12.63,70c60bdf-7507-402a-872b-d2aa2528bd9e
2875,179,1356,11,2024-10-17,2024-10-31,2024-10-30,Delivered,Road,USPS,,194.4,550d38d8-7350-4dc9-8cdb-21822a1a68d8
2876,119,1044,69,2024-03-31,2024-04-10,2024-04-08,Delivered,Sea,C.H. Robinson,,72.27,a479fe89-6440-4ad2-898f-f851be35e9a4
2877,376,105,1,2023-12-13,,2023-12-21,Pending,Sea,Expeditors International,,73.88,1ec4066a-d70b-458a-8c8f-31c831e123cf
2878,102,736,52,2025-07-28,2025-08-14,2025-08-11,Delivered,Road,Old Dominion Freight Line,,20.64,752b22d0-b47a-48a3-aa09-9ade9b1caa4b
2879,261,167,60,2023-12-20,2024-01-03,2024-01-05,Delivered,Air,TNT Express,,161.22,a96c1514-7432-404d-90f9-6a53386025cd
2880,109,78,91,2024-04-08,2024-04-27,2024-04-26,Delivered,Air,Estes Express Lines,,118.03,1e2c9740-299a-4f3d-883d-5cf856badf5a
2881,91,516,95,2025-07-20,2025-08-05,2025-08-02,Delivered,Sea,UPS,,58.85,1723b1ae-1b4a-48e0-bc90-b8bb5c2c5da9
2882,465,54,43,2024-06-27,2024-07-20,2024-07-21,Delivered,Air,Deutsche Post,,25.45,788a1816-9d04-4e11-8c1b-d78879423871
2883,300,1959,9,2024-11-11,,2024-11-24,Pending,Air,Kuehne + Nagel,,60.5,a34a1a80-b03d-4dac-8b22-55ef6f7e4974
2884,107,1333,5,2024-07-31,2024-08-20,2024-08-19,Delivered,Sea,DHL,,125.7,1af24302-9ca2-432d-b2f6-3a344868aa6f
2885,66,1727,2,2024-03-06,2024-03-23,2024-03-14,Delayed,Sea,Old Dominion Freight Line,Logistics Issue,136.9,49a79298-1205-4777-a690-16b7cf90603b
2886,120,31,56,2024-06-25,2024-07-12,2024-07-13,Delivered,Air,USPS,,193.95,5034c0ef-2bf5-4816-9986-44b30e3e6f36
2887,450,55,17,2024-04-21,2024-05-05,2024-05-03,Delivered,Air,DB Schenker,,165.26,eef16dcd-86b0-498a-80d1-50b9fbb9a6ac
2888,348,448,81,2024-03-19,2024-04-06,2024-04-03,Delivered,Road,Amazon Logistics,,143.48,25c0ca3b-134d-461f-993f-1d64e5483cd6
2889,376,1671,37,2024-11-16,2024-11-25,2024-11-24,Delivered,Air,XPO Logistics,,131.4,522bf15b-fc5a-48b4-9f38-1f55a6e42da8
2890,454,464,15,2025-06-13,2025-07-04,2025-07-03,Delivered,Road,J.B. Hunt,,167.12,9b518fed-0be8-40c5-b8e7-0f09a3a236e2
2891,187,1264,75,2024-06-06,2024-06-20,2024-06-20,Delivered,Air,USPS,,99.35,c736ed30-60ca-4ddb-b586-dc4d6e5d81bc
2892,272,317,41,2025-01-14,2025-01-29,2025-01-31,Delivered,Air,Estes Express Lines,,167.13,237b6ecc-2d46-44ed-85db-2d3a716291ab
2893,364,586,34,2024-05-24,2024-06-03,2024-06-05,Delivered,Road,Panalpina,,125.5,6a99f0ae-938c-4a6e-b735-823f50a7294b
2894,273,1876,50,2024-03-26,2024-04-11,2024-04-12,Delivered,Air,Expeditors International,,169.07,fff5ac3f-27d0-4536-8689-92d7576440f6
2895,435,862,91,2024-11-29,2024-12-11,2024-12-10,Delivered,Air,XPO Logistics,,66.93,ae405f7b-3733-4b63-acc4-9e7687bb957c
2896,417,231,41,2025-07-24,2025-08-07,2025-08-09,Delivered,Air,USPS,,105.03,7ad29c1e-5468-4b4f-96b1-166ad35c225c
2897,376,1516,48,2025-06-10,2025-06-18,2025-06-18,Delivered,Road,Estes Express Lines,,143.7,ab99ea1d-e356-4a4f-8702-ca20a16f18ba
2898,296,1924,15,2024-08-22,2024-09-12,2024-09-09,Delivered,Road,FedEx,,179.23,697b8b3a-73da-4b82-835d-a068cf09f377
2899,268,1459,82,2025-07-23,2025-08-02,2025-08-02,Delivered,Air,FedEx,,7.99,660d35c4-867b-4278-a363-aeb8f3e3520f
2900,126,1606,18,2024-11-10,2024-11-25,2024-11-23,Delivered,Sea,Kuehne + Nagel,,130.81,4261423b-e0b3-4d43-8baa-b596af263718
2901,148,823,74,2024-02-26,2024-03-09,2024-03-11,Delivered,Road,Saia,,160.84,cec8d06a-7a8a-4248-861f-32a1f3df01ed
2902,270,1948,61,2025-01-12,2025-01-31,2025-01-29,Delivered,Air,XPO Logistics,,62.68,113ec6fd-eb34-4210-973c-21506c157554
2903,116,1675,89,2024-05-16,2024-05-28,2024-05-26,Delivered,Road,Saia,,15.08,3836c58c-82d5-4b9c-b89b-42774367294c
2904,120,1599,100,2024-03-23,2024-04-09,2024-04-10,Delivered,Sea,Estes Express Lines,,74.1,917f3c7d-8646-4b8c-a841-161a06ba223a
2905,129,1095,71,2024-09-16,2024-10-05,2024-10-03,Delivered,Road,ArcBest,,159.14,ac79643f-4b8d-435f-87f1-01bea7ec84c1
2906,374,1927,3,2024-04-03,2024-04-14,2024-04-16,Delivered,Sea,ArcBest,,106.08,c4af6913-ab52-4c9c-8f63-c913d513fcb4
2907,216,275,27,2024-08-31,2024-09-14,2024-09-13,Delivered,Sea,FedEx,,63.89,01f3b1c5-9b22-4717-86b7-6ecc72d585fe
2908,375,1244,62,2024-12-24,2025-01-14,2025-01-11,Delivered,Air,DHL,,103.06,50c0de8f-db02-4861-933b-5167fae90064
2909,383,488,91,2024-01-25,2024-02-07,2024-02-04,Delivered,Road,USPS,,50.29,019a6ebc-8b12-4cbc-8561-53dbf582d615
2910,429,1653,43,2024-08-25,2024-09-02,2024-09-03,Delivered,Road,Panalpina,,24.36,9ede027f-ef4a-484b-a713-898a7d01bc2a
2911,387,1098,68,2024-08-05,2024-08-17,2024-08-14,Delivered,Air,DHL,,44.29,107b16c6-2e44-4407-b476-662e5cbb20b5
2912,216,575,11,2024-08-17,2024-09-02,2024-08-30,Delivered,Air,Estes Express Lines,,142.97,1bb7d12f-1d61-4bb5-96ee-a26800d4b932
2913,152,904,24,2024-09-27,2024-10-08,2024-10-05,Delivered,Sea,Saia,,120.32,8bdd10c7-e6d1-40d7-a5df-f594790b1b35
2914,419,1600,16,2024-07-25,2024-08-11,2024-08-11,Delivered,Air,Ryder,,172.84,9a6a787c-49ec-47ec-abb2-389cd980dd06
2915,67,224,36,2025-06-02,2025-06-19,2025-06-21,Delivered,Sea,Deutsche Post,,77.18,4f7f6c22-64f9-4b0a-b7cb-e8f9b102d42d
2916,217,1650,38,2025-03-19,2025-03-28,2025-03-28,Delivered,Air,FedEx,,19.65,a9982ba6-85a2-42da-9357-a0ddbd1a7ea3
2917,175,164,60,2024-10-11,2024-10-21,2024-10-23,Delivered,Air,C.H. Robinson,,42.73,9ab2069b-4d60-4337-b8db-45f6c83522c7
2918,5,1716,82,2024-01-13,2024-01-20,2024-01-18,Delivered,Sea,Amazon Logistics,,119.3,5f7fca48-7eaf-4eb9-8fdb-c06fac7aeb17
2919,335,1963,70,2024-10-29,2024-11-11,2024-11-12,Delivered,Sea,UPS,,17.4,ce1c40cd-f45f-4190-8f08-544b71af9938
2920,324,597,73,2025-08-08,2025-08-22,2025-08-23,Delivered,Air,Saia,,29.46,93629685-0761-43d6-805e-dce9ba39c786
2921,431,1059,32,2025-04-16,2025-04-23,2025-04-24,Delivered,Road,Expeditors International,,71.1,e1a4fbad-ff6e-4cca-bdbb-db82aaa53af6
2922,489,1864,19,2025-03-16,2025-04-10,2025-04-11,Delivered,Road,XPO Logistics,,124.63,35aa99c6-a3a0-4269-8684-1598657ed03a
2923,86,1172,84,2025-06-16,2025-07-03,2025-07-03,Delivered,Air,Expeditors International,,119.09,20f3c3d7-0955-45d4-a700-c13d9dedf9d5
2924,495,844,62,2025-03-08,2025-04-18,2025-04-04,Delayed,Road,YRC Worldwide,Supplier Delay,192.39,500e6146-841d-4a55-8be1-aff2ccc61bad
2925,107,1451,75,2025-04-22,2025-05-09,2025-05-11,Delivered,Air,XPO Logistics,,78.3,59ecd137-2e41-4be7-8223-4d28e071dccb
2926,296,1815,14,2023-11-16,2023-12-04,2023-12-04,Delivered,Sea,Old Dominion Freight Line,,148.74,d1d33347-24da-4b04-9e0e-cb3269752adf
2927,392,111,41,2024-11-30,2024-12-12,2024-12-10,Delivered,Sea,Old Dominion Freight Line,,144.77,48517fe1-e2ba-46fc-9204-dcc2f777c493
2928,228,417,34,2023-10-22,2023-11-03,2023-11-01,Delivered,Sea,Saia,,60.01,5e92249f-b442-4f6c-9b79-0c647393dde0
2929,315,1136,34,2024-06-22,2024-07-06,2024-07-03,Delivered,Sea,Amazon Logistics,,32.17,a392ae24-d352-4201-856e-703d91354360
2930,135,806,87,2025-03-25,2025-04-01,2025-04-02,Delivered,Sea,Deutsche Post,,138.87,ff1b4b97-4144-4897-bd4a-a9038fe0b79c
2931,166,120,91,2024-02-20,2024-03-05,2024-03-06,Delivered,Sea,Expeditors International,,160.13,dd9bd857-4982-439e-abb4-eefc0b5b9937
2932,1,685,42,2023-11-21,2023-11-26,2023-11-24,Delivered,Sea,UPS,,28.6,e845efe2-81b1-4515-ab32-3f2759c6181a
2933,475,1160,99,2024-03-23,2024-04-15,2024-04-13,Delivered,Air,USPS,,166.11,3e0d259a-b8d3-4bea-a9e6-281f9cf56d51
2934,120,744,72,2024-02-26,2024-03-18,2024-03-15,Delivered,Air,Deutsche Post,,160.57,3ae50719-c874-4a7a-a9c6-27050c41ee85
