ProductID,ProductName,Category,Brand,UnitPrice,CostPrice,VendorID,ProductStatus,LaunchDate,SupplierCategory,WeightVolume
471,Neutrogena Charcoal Face Mask,Beauty,Neutrogena,33.21,18.93,82.0,Active,2022-07-18,Local,0.42
472,HydroFlask Insulated Bottle,Sports & Outdoors,HydroFlask,133.07,96.45,62.0,Active,2024-06-01,International,7.96
473,Hasbro Action Figure Set,Toys,Hasbro,91.19,70.77,437.0,Active,2022-04-05,International,2.21
474,Clorox Disinfectant Wipes,Household,Clorox,29.37,21.86,401.0,Active,2021-01-26,International,4.21
475,LEGO Action Figure Set,Toys,LEGO,29.2,24.77,61.0,Discontinued,2024-08-09,Local,1.09
476,Hasbro Classic Board Game,Toys,Hasbro,77.27,43.4,51.0,Active,2024-03-31,International,0.63
477,Tide Laundry Pods,Household,Tide,24.23,14.49,4.0,Active,2021-04-13,Local,2.77
478,Optimum Nutrition Yoga Mat,Health & Wellness,Optimum Nutrition,75.79,48.83,213.0,Active,2024-03-10,Local,2.29
479,Califia Farms Organic Oatmeal,Grocery,Califia Farms,41.08,35.62,212.0,Active,2021-03-23,International,1.13
480,Aveeno Charcoal Face Mask,Beauty,Aveeno,38.77,19.54,395.0,Active,2024-09-20,International,0.13
481,HydroFlask Insulated Bottle,Sports & Outdoors,HydroFlask,100.96,81.14,202.0,Active,2022-04-28,International,9.07
482,Ashley Furniture Dining Table,Furniture,Ashley Furniture,477.37,368.7,454.0,Active,2021-04-05,Local,76.84
483,Apple Fitness Watch,Electronics,Apple,175.9,130.9,271.0,Active,2024-08-30,Local,3.26
484,HarperCollins Cookbook,Books,HarperCollins,30.92,25.5,455.0,Active,2024-02-02,International,0.92
485,HP Bluetooth Earbuds,Electronics,HP,200.52,157.92,372.0,Active,2023-10-10,Local,2.75
486,Adidas Hiking Boots,Apparel,Adidas,87.77,66.2,388.0,Active,2024-08-30,International,0.86
487,Starbucks Organic Coffee,Grocery,Starbucks,37.69,20.51,259.0,Active,2022-08-08,Local,1.33
488,Nike Cotton T-Shirt,Apparel,Nike,118.35,65.08,482.0,Active,2023-08-17,International,0.73
489,Penguin Random House Self-Help Guide,Books,Penguin Random House,20.51,15.73,146.0,Active,2022-06-12,Local,0.4
490,Mattel Remote Drone,Toys,Mattel,36.05,25.47,168.0,Active,2022-04-08,International,1.53
491,Columbia Portable Hammock,Sports & Outdoors,Columbia,39.34,26.36,32.0,Active,2021-09-01,Local,1.24
492,Yeti Insulated Water Bottle,Sports & Outdoors,Yeti,122.82,80.8,399.0,Active,2022-08-04,Local,4.52
493,Swiffer Fabric Softener,Household,Swiffer,29.33,16.58,422.0,Active,2021-05-15,Local,2.56
494,LEGO Robot Pet,Toys,LEGO,74.03,51.03,234.0,Active,2021-07-03,International,1.3
495,HarperCollins Biography,Books,HarperCollins,13.31,9.7,190.0,Active,2024-04-01,Local,0.56
496,Optimum Nutrition Resistance Bands,Health & Wellness,Optimum Nutrition,56.3,31.37,406.0,Active,2023-10-24,Local,2.82
497,Renpho Yoga Mat,Health & Wellness,Renpho,30.56,21.26,379.0,Active,2020-11-17,Local,2.62
498,Swiffer Kitchen Cleaner,Household,Swiffer,12.74,10.96,232.0,Active,2023-05-23,Local,3.74
499,All-Clad High-Speed Blender,Home Goods,All-Clad,216.76,174.42,236.0,Active,2023-03-18,Local,11.19
500,HarperCollins Fantasy Series,Books,HarperCollins,21.62,14.23,461.0,Active,2024-06-29,International,0.92
501,IKEA Ergonomic Chair,Furniture,IKEA,879.36,448.4,363.0,Active,2024-04-21,International,37.8
502,IKEA Wooden Bed Frame,Furniture,IKEA,273.18,195.8,317.0,Active,2021-09-17,International,56.96
503,LEGO Building Blocks Set,Toys,LEGO,25.22,17.98,480.0,Discontinued,2021-01-07,Local,0.86
504,Clorox Dish Soap,Household,Clorox,25.17,15.81,311.0,Active,2023-02-15,Local,4.7
505,HydroFlask Portable Hammock,Sports & Outdoors,HydroFlask,97.61,69.42,441.0,Active,2022-07-15,Local,9.81
506,Vitamix Ceramic Pan Set,Home Goods,Vitamix,83.29,67.24,131.0,Active,2023-06-09,International,10.5
507,HarperCollins Biography,Books,HarperCollins,15.44,8.08,366.0,Active,2024-03-28,Local,0.59
508,Optimum Nutrition Digital Thermometer,Health & Wellness,Optimum Nutrition,95.03,52.11,461.0,Active,2021-09-23,International,1.8
509,Mattel Starship Set,Toys,Mattel,47.73,29.01,59.0,Active,2020-12-04,Local,0.48
510,Yeti Portable Hammock,Sports & Outdoors,Yeti,65.9,33.44,454.0,Active,2022-07-04,Local,1.46
511,IKEA Platform Bed,Furniture,IKEA,374.15,253.82,209.0,Active,2022-11-28,Local,80.46
512,CeraVe Face Wash,Beauty,CeraVe,60.83,53.59,276.0,Discontinued,2023-10-08,Local,0.12
513,HarperCollins Self-Help Guide,Books,HarperCollins,29.59,14.8,86.0,Discontinued,2023-11-08,Local,0.72
514,CeraVe Facial Moisturizer,Beauty,CeraVe,48.04,29.43,262.0,Active,2021-04-23,Local,0.13
515,Yeti Portable Hammock,Sports & Outdoors,Yeti,46.52,36.75,72.0,Discontinued,2024-09-21,International,2.5
516,Neutrogena Body Lotion,Beauty,Neutrogena,51.29,40.17,386.0,Active,2021-09-08,International,0.23
517,Swiffer Disinfectant Wipes,Household,Swiffer,13.21,10.26,468.0,Active,2024-05-31,Local,2.64
518,IKEA Ergonomic Chair,Furniture,IKEA,471.85,367.38,459.0,Active,2023-01-20,Local,17.3
519,LEGO Building Blocks Set,Toys,LEGO,90.87,69.85,418.0,Active,2023-01-22,Local,2.49
520,L'Oréal Body Lotion,Beauty,L'Oréal,21.52,17.75,394.0,Discontinued,2023-11-03,Local,0.25
521,Clorox Kitchen Cleaner,Household,Clorox,10.54,8.47,11.0,Active,2024-01-09,International,1.36
522,Ashley Furniture Media Console,Furniture,Ashley Furniture,827.57,491.33,114.0,Active,2021-09-12,Local,35.27
523,Califia Farms Olive Oil,Grocery,Califia Farms,13.82,10.44,421.0,Active,2024-04-03,Local,1.1
524,LEGO Robot Pet,Toys,LEGO,71.09,54.66,290.0,Active,2024-09-10,Local,1.89
525,Vitamix Handheld Steamer,Home Goods,Vitamix,375.42,221.94,439.0,Active,2022-11-01,International,3.69
526,Samsung USB-C Hub,Electronics,Samsung,354.98,213.4,315.0,Active,2022-05-28,Local,4.7
527,IKEA Wooden Bed Frame,Furniture,IKEA,868.47,584.5,166.0,Discontinued,2021-11-06,Local,71.22
528,Tide Floor Mop,Household,Tide,17.93,15.3,23.0,Active,2022-12-23,Local,2.39
529,Aveeno Sunscreen,Beauty,Aveeno,35.47,18.9,172.0,Active,2023-02-12,Local,0.39
530,Levi's Rain Jacket,Apparel,Levi's,45.59,28.46,169.0,Active,2023-09-10,Local,0.77
531,HarperCollins Biography,Books,HarperCollins,35.22,19.13,127.0,Active,2021-06-13,Local,0.34
532,LEGO Robot Pet,Toys,LEGO,95.2,70.45,398.0,Active,2023-06-19,Local,1.51
533,Nike Wool Scarf,Apparel,Nike,139.17,87.02,194.0,Active,2022-12-22,Local,0.28
534,Sony Headphones,Electronics,Sony,324.83,170.96,222.0,Active,2020-12-08,Local,1.55
535,HydroFlask Sleeping Bag,Sports & Outdoors,HydroFlask,133.03,78.92,211.0,Active,2022-02-16,International,0.6
536,Tide Fabric Softener,Household,Tide,27.0,14.59,318.0,Active,2023-04-28,International,0.62
537,CeraVe Conditioning Shampoo,Beauty,CeraVe,17.02,12.56,7.0,Active,2022-04-10,International,0.18
538,Dyson Aromatherapy Diffuser,Home Goods,Dyson,218.29,145.91,182.0,Active,2022-11-06,Local,4.4
539,LogiTech Fitness Watch,Electronics,LogiTech,107.46,72.46,300.0,Discontinued,2023-07-15,International,1.62
540,All-Clad Handheld Steamer,Home Goods,All-Clad,203.72,129.8,309.0,Active,2022-05-20,Local,9.21
541,All-Clad Microfiber Sheets,Home Goods,All-Clad,117.83,98.28,420.0,Active,2021-12-13,Local,3.74
542,IKEA Dining Table,Furniture,IKEA,806.74,464.47,175.0,Active,2021-06-26,International,52.07
543,HarperCollins Bestseller Novel,Books,HarperCollins,28.48,17.98,215.0,Active,2022-11-25,International,0.94
544,Califia Farms Organic Coffee,Grocery,Califia Farms,33.74,19.98,355.0,Active,2021-09-18,Local,1.52
545,HydroFlask Water-Resistant Backpack,Sports & Outdoors,HydroFlask,95.05,85.16,423.0,Active,2021-08-26,Local,0.79
546,Vitamix Microfiber Sheets,Home Goods,Vitamix,192.95,141.68,324.0,Active,2024-03-06,Local,1.42
547,Renpho Massage Gun,Health & Wellness,Renpho,33.61,26.47,135.0,Active,2021-04-29,Local,0.62
548,Vitamix Coffee Maker,Home Goods,Vitamix,366.94,305.51,11.0,Active,2022-08-08,International,13.39
549,Starbucks Spicy Salsa,Grocery,Starbucks,25.53,21.03,190.0,Active,2020-12-24,International,1.96
550,Yeti Portable Grill,Sports & Outdoors,Yeti,36.44,31.09,74.0,Active,2022-05-26,Local,5.56
551,L'Oréal Cleansing Balm,Beauty,L'Oréal,73.5,63.83,126.0,Active,2022-06-01,Local,0.44
552,Vitamix Stand Mixer,Home Goods,Vitamix,121.45,99.38,323.0,Active,2022-11-14,International,14.56
553,Bertolli Organic Oatmeal,Grocery,Bertolli,8.66,7.07,241.0,Active,2022-04-21,Local,0.9
554,Hasbro Action Figure Set,Toys,Hasbro,57.38,32.8,238.0,Active,2021-10-08,Local,1.6
555,Tide Heavy-Duty Trash Bags,Household,Tide,19.53,16.96,327.0,Active,2022-01-26,Local,1.49
556,Clorox Glass Cleaner,Household,Clorox,14.9,9.98,157.0,Active,2021-01-24,Local,4.29
557,LEGO Plush Toy,Toys,LEGO,26.42,16.33,44.0,Active,2022-07-20,Local,0.41
558,HarperCollins Fiction Novel,Books,HarperCollins,22.78,15.33,240.0,Active,2022-03-27,Local,0.49
559,Vitamix Water Filter,Home Goods,Vitamix,116.5,61.79,331.0,Discontinued,2022-11-22,Local,8.02
560,IKEA Dining Table,Furniture,IKEA,807.29,477.19,475.0,Active,2024-01-25,Local,59.14
561,Bertolli Spicy Salsa,Grocery,Bertolli,19.82,15.82,155.0,Active,2020-12-15,International,0.54
562,Dyson Air Fryer,Home Goods,Dyson,303.73,183.59,468.0,Active,2022-04-05,Local,5.85
563,Yeti Sleeping Bag,Sports & Outdoors,Yeti,157.62,108.57,7.0,Active,2023-03-03,International,1.92
564,Califia Farms Artisanal Bread,Grocery,Califia Farms,37.55,25.9,108.0,Active,2020-11-27,International,1.56
565,Tide Floor Mop,Household,Tide,24.8,20.79,161.0,Active,2021-01-15,International,2.38
566,Swiffer Dish Soap,Household,Swiffer,5.75,4.2,72.0,Active,2023-12-20,International,0.54
567,CeraVe Conditioning Shampoo,Beauty,CeraVe,37.24,29.83,352.0,Active,2023-02-06,International,0.22
568,HP Mesh Router,Electronics,HP,403.41,224.16,473.0,Discontinued,2023-06-08,International,2.88
569,HarperCollins Biography,Books,HarperCollins,39.41,34.66,105.0,Active,2021-08-14,Local,0.63
570,HarperCollins Historical Fiction,Books,HarperCollins,29.17,15.67,156.0,Active,2021-08-02,Local,0.32
571,Clorox Fabric Softener,Household,Clorox,9.67,8.36,36.0,Active,2024-05-18,Local,1.81
572,Patagonia Running Shorts,Apparel,Patagonia,27.47,13.86,266.0,Active,2021-12-17,International,0.65
573,Dyson Microfiber Sheets,Home Goods,Dyson,184.81,97.49,381.0,Discontinued,2024-05-21,International,2.82
574,Optimum Nutrition Foam Roller,Health & Wellness,Optimum Nutrition,84.52,58.31,341.0,Active,2021-08-06,International,1.8
575,Ashley Furniture Two-Seat Sofa,Furniture,Ashley Furniture,347.9,311.87,4.0,Active,2021-07-05,International,64.44
576,Hasbro Action Figure Set,Toys,Hasbro,92.38,64.33,451.0,Active,2023-09-19,Local,0.55
577,Neutrogena Sunscreen,Beauty,Neutrogena,35.42,29.19,422.0,Active,2023-09-27,Local,0.46
578,Tide Floor Cleaner,Household,Tide,27.77,21.64,94.0,Active,2023-10-08,International,0.7
579,Fitbit Digital Thermometer,Health & Wellness,Fitbit,60.71,52.61,342.0,Active,2024-05-28,International,0.73
580,Yeti Insulated Water Bottle,Sports & Outdoors,Yeti,46.22,24.52,189.0,Active,2023-07-14,International,3.6
581,Vitamix Air Fryer,Home Goods,Vitamix,106.73,73.1,23.0,Active,2023-07-26,International,11.5
582,L'Oréal Face Wash,Beauty,L'Oréal,65.63,33.81,204.0,Active,2022-05-03,International,0.15
583,Tide Glass Cleaner,Household,Tide,6.71,5.12,281.0,Active,2021-09-15,Local,2.62
584,All-Clad High-Speed Blender,Home Goods,All-Clad,340.24,183.8,311.0,Active,2022-01-13,Local,6.47
585,IKEA Sectional Sofa,Furniture,IKEA,709.64,479.9,79.0,Active,2021-11-18,International,90.34
586,Starbucks Black Tea Bags,Grocery,Starbucks,36.35,27.4,429.0,Active,2022-08-13,International,1.39
587,Yeti Soft Cooler,Sports & Outdoors,Yeti,78.96,58.37,27.0,Active,2023-05-06,Local,2.42
588,CeraVe Facial Moisturizer,Beauty,CeraVe,23.0,15.38,9.0,Discontinued,2021-12-25,Local,0.18
589,Califia Farms Organic Coffee,Grocery,Califia Farms,40.86,31.28,426.0,Active,2022-03-10,Local,1.12
590,CeraVe Charcoal Face Mask,Beauty,CeraVe,50.6,36.26,479.0,Discontinued,2024-04-12,Local,0.19
591,CeraVe Cleansing Balm,Beauty,CeraVe,10.97,6.87,335.0,Active,2022-08-12,Local,0.13
592,Ashley Furniture Ergonomic Chair,Furniture,Ashley Furniture,139.55,81.98,454.0,Active,2023-12-17,Local,98.48
593,Mattel Remote Drone,Toys,Mattel,29.57,15.91,492.0,Active,2023-08-22,International,1.35
594,CeraVe Hydrating Serum,Beauty,CeraVe,51.3,39.76,453.0,Discontinued,2023-10-18,International,0.13
595,HarperCollins Fiction Novel,Books,HarperCollins,21.47,17.11,328.0,Active,2022-01-11,International,0.31
596,Penguin Random House Bestseller Novel,Books,Penguin Random House,19.27,12.94,378.0,Active,2021-07-24,Local,0.4
597,Renpho Digital Thermometer,Health & Wellness,Renpho,27.89,21.11,105.0,Active,2022-01-01,International,2.97
598,CeraVe Cleansing Balm,Beauty,CeraVe,28.08,22.88,330.0,Active,2020-12-06,International,0.27
599,Anker Bluetooth Earbuds,Electronics,Anker,431.12,274.66,170.0,Active,2024-03-16,Local,4.6
600,IKEA Wooden Bed Frame,Furniture,IKEA,647.26,458.64,196.0,Active,2023-09-18,International,15.82
601,Levi's Cotton T-Shirt,Apparel,Levi's,26.77,23.43,73.0,Active,2020-10-24,Local,0.87
602,Bertolli Spicy Salsa,Grocery,Bertolli,8.52,5.85,372.0,Active,2022-12-18,Local,0.96
603,Starbucks Organic Coffee,Grocery,Starbucks,17.84,15.83,230.0,Active,2023-02-01,International,1.07
604,Columbia Insulated Water Bottle,Sports & Outdoors,Columbia,54.36,36.37,226.0,Active,2023-08-18,Local,1.98
605,Apple Fitness Watch,Electronics,Apple,221.64,118.2,438.0,Discontinued,2021-12-06,Local,2.73
606,Vitamix Cordless Vacuum,Home Goods,Vitamix,170.77,116.37,157.0,Active,2021-07-14,International,2.01
607,Clorox Air Freshener,Household,Clorox,8.87,4.45,98.0,Active,2021-09-02,International,2.18
608,Columbia Insulated Bottle,Sports & Outdoors,Columbia,194.84,127.35,192.0,Active,2023-01-11,International,1.18
609,Patagonia Down Vest,Apparel,Patagonia,141.18,81.56,84.0,Active,2021-09-25,Local,1.38
610,L'Oréal Body Lotion,Beauty,L'Oréal,51.27,39.92,189.0,Active,2022-12-14,International,0.39
611,Clorox Glass Cleaner,Household,Clorox,28.04,21.1,186.0,Active,2024-07-10,International,3.4
612,HarperCollins Fiction Novel,Books,HarperCollins,38.33,23.06,76.0,Active,2022-02-06,International,0.89
613,Nike Cotton T-Shirt,Apparel,Nike,103.77,67.84,470.0,Active,2023-10-21,International,0.21
614,HydroFlask Bicycle Helmet,Sports & Outdoors,HydroFlask,170.21,132.21,130.0,Active,2022-09-14,Local,8.92
615,Fitbit Smart Jump Rope,Health & Wellness,Fitbit,49.99,43.48,449.0,Active,2023-08-24,Local,1.76
616,Vitamix Stand Mixer,Home Goods,Vitamix,307.03,245.41,477.0,Active,2023-09-16,Local,3.36
617,LogiTech Wireless Keyboard,Electronics,LogiTech,81.43,54.32,357.0,Active,2022-08-05,Local,2.21
618,CeraVe Body Lotion,Beauty,CeraVe,55.76,38.73,102.0,Active,2023-09-06,Local,0.33
619,All-Clad Stand Mixer,Home Goods,All-Clad,51.82,42.68,94.0,Active,2022-02-27,International,13.2
620,IKEA Office Desk,Furniture,IKEA,881.53,468.91,86.0,Active,2021-04-23,Local,15.78
621,Penguin Random House Historical Fiction,Books,Penguin Random House,24.34,19.57,345.0,Active,2022-12-08,Local,0.97
622,LogiTech Speaker,Electronics,LogiTech,144.98,72.91,406.0,Active,2021-06-26,International,3.83
623,Tide Dish Soap,Household,Tide,20.11,13.04,173.0,Active,2024-04-22,International,4.18
624,Ashley Furniture Accent Chair,Furniture,Ashley Furniture,440.59,392.18,30.0,Active,2024-09-16,International,10.28
625,All-Clad Stand Mixer,Home Goods,All-Clad,252.71,179.99,445.0,Discontinued,2024-07-30,International,4.48
626,HarperCollins Fiction Novel,Books,HarperCollins,25.45,14.64,339.0,Discontinued,2022-11-05,International,0.87
627,Ashley Furniture Accent Chair,Furniture,Ashley Furniture,886.09,729.27,497.0,Active,2024-02-08,Local,64.61
628,Penguin Random House Cookbook,Books,Penguin Random House,20.45,17.84,481.0,Discontinued,2021-01-17,International,0.9
629,Columbia Portable Hammock,Sports & Outdoors,Columbia,131.26,73.15,365.0,Active,2024-01-09,Local,8.64
630,Anker Wireless Keyboard,Electronics,Anker,274.07,170.07,45.0,Active,2020-12-10,Local,4.39
631,Clorox Laundry Pods,Household,Clorox,17.05,10.17,277.0,Active,2020-10-10,International,3.47
632,Patagonia Cotton T-Shirt,Apparel,Patagonia,149.14,84.13,15.0,Discontinued,2021-04-19,International,1.17
633,Fitbit Digital Thermometer,Health & Wellness,Fitbit,55.49,42.63,460.0,Active,2023-04-10,International,1.94
634,Adidas Down Vest,Apparel,Adidas,133.35,97.4,478.0,Discontinued,2021-01-08,Local,0.58
635,Yeti Hiking Poles,Sports & Outdoors,Yeti,137.37,121.78,288.0,Active,2021-05-09,Local,2.96
636,Nike Slim Jeans,Apparel,Nike,31.59,23.28,380.0,Active,2021-08-16,International,0.9
637,L'Oréal Sunscreen,Beauty,L'Oréal,47.5,29.66,1.0,Active,2022-07-29,Local,0.26
638,Neutrogena Sunscreen,Beauty,Neutrogena,61.84,50.62,479.0,Active,2020-12-28,International,0.19
639,HP Speaker,Electronics,HP,433.56,241.87,162.0,Discontinued,2023-04-20,International,2.55
640,Dyson Toaster Oven,Home Goods,Dyson,134.86,103.32,383.0,Active,2024-06-26,International,9.38
641,Mattel Puzzle Set,Toys,Mattel,25.49,19.95,435.0,Active,2024-05-26,International,1.64
642,Apple Portable Power Bank,Electronics,Apple,199.92,157.28,424.0,Active,2023-05-22,International,1.2
643,Apple Wireless Keyboard,Electronics,Apple,399.22,277.46,439.0,Active,2020-10-23,International,3.33
644,HP Fitness Watch,Electronics,HP,226.53,174.69,217.0,Discontinued,2022-11-17,International,2.02
645,Optimum Nutrition Smart Scale,Health & Wellness,Optimum Nutrition,74.19,57.9,100.0,Active,2022-05-24,Local,1.04
646,Apple Gaming Laptop,Electronics,Apple,470.56,321.4,156.0,Active,2020-10-25,Local,3.51
647,All-Clad High-Speed Blender,Home Goods,All-Clad,110.71,64.02,384.0,Active,2023-08-22,Local,12.99
648,IKEA Wooden Bed Frame,Furniture,IKEA,438.9,338.73,219.0,Active,2022-11-22,Local,42.0
649,All-Clad Air Fryer,Home Goods,All-Clad,73.42,55.8,264.0,Active,2021-11-23,International,9.78
650,Califia Farms Greek Yogurt,Grocery,Califia Farms,10.35,7.2,204.0,Active,2022-10-04,International,1.38
651,IKEA Office Desk,Furniture,IKEA,799.96,661.79,443.0,Active,2023-07-17,International,50.06
652,Nike Graphic T-Shirt,Apparel,Nike,30.74,23.26,251.0,Discontinued,2022-06-22,Local,0.92
653,Tide Air Freshener,Household,Tide,22.34,18.27,49.0,Active,2024-07-04,Local,3.4
654,Fitbit Massage Gun,Health & Wellness,Fitbit,25.65,13.48,167.0,Discontinued,2021-06-19,International,0.64
655,Yeti Water-Resistant Backpack,Sports & Outdoors,Yeti,168.06,138.63,402.0,Active,2024-06-03,Local,6.05
656,Bertolli Organic Coffee,Grocery,Bertolli,45.39,38.35,93.0,Active,2022-11-06,Local,1.01
657,Nike Running Shorts,Apparel,Nike,36.75,27.97,106.0,Active,2021-09-18,Local,1.15
658,Adidas Rain Jacket,Apparel,Adidas,67.26,38.25,279.0,Discontinued,2023-03-25,International,0.45
659,Hasbro Action Figure,Toys,Hasbro,71.03,39.49,228.0,Active,2021-10-04,Local,2.76
660,Penguin Random House Children's Book,Books,Penguin Random House,30.64,25.37,340.0,Active,2022-03-02,Local,0.51
661,Dyson Toaster Oven,Home Goods,Dyson,234.27,150.78,303.0,Active,2023-12-06,International,2.04
662,Optimum Nutrition Bathroom Scale,Health & Wellness,Optimum Nutrition,70.23,46.35,84.0,Active,2021-01-24,Local,1.33
663,LEGO Building Blocks Set,Toys,LEGO,21.0,12.76,376.0,Active,2024-08-02,International,2.23
664,IKEA Two-Seat Sofa,Furniture,IKEA,477.72,299.31,79.0,Active,2022-08-02,Local,96.76
665,Adidas Hooded Sweatshirt,Apparel,Adidas,36.2,28.0,57.0,Active,2021-09-21,Local,0.22
666,Renpho Protein Powder,Health & Wellness,Renpho,88.85,54.15,116.0,Active,2023-07-16,International,0.74
667,Levi's Down Vest,Apparel,Levi's,88.44,55.06,449.0,Active,2021-12-13,Local,0.84
668,HarperCollins Sci-Fi Paperback,Books,HarperCollins,26.55,14.33,312.0,Active,2024-01-23,Local,0.83
669,L'Oréal Waterproof Mascara,Beauty,L'Oréal,41.0,24.75,66.0,Active,2021-01-26,International,0.36
670,Yeti Bicycle Helmet,Sports & Outdoors,Yeti,153.7,133.32,28.0,Active,2024-09-18,Local,7.89
671,Yeti Sleeping Bag,Sports & Outdoors,Yeti,105.11,94.02,225.0,Active,2023-05-08,Local,3.12
672,Mattel Action Figure,Toys,Mattel,89.92,53.19,417.0,Active,2020-11-16,Local,1.13
673,Nike Running Jacket,Apparel,Nike,29.97,26.31,123.0,Active,2022-05-16,Local,1.14
674,Clorox Fabric Softener,Household,Clorox,29.05,22.39,218.0,Discontinued,2022-04-05,Local,2.74
675,Patagonia Down Vest,Apparel,Patagonia,21.81,18.85,98.0,Active,2022-08-27,International,1.08
676,CeraVe Conditioning Shampoo,Beauty,CeraVe,74.62,65.69,339.0,Active,2023-04-19,International,0.31
677,HP 4K Monitor,Electronics,HP,251.89,193.91,87.0,Active,2023-07-24,Local,1.2
678,CeraVe Charcoal Face Mask,Beauty,CeraVe,43.39,22.58,488.0,Active,2021-01-29,Local,0.49
679,IKEA Two-Seat Sofa,Furniture,IKEA,848.55,684.41,436.0,Active,2024-02-18,Local,36.42
680,Samsung Smart Mouse,Electronics,Samsung,334.03,196.07,202.0,Active,2023-05-01,International,3.25
681,Swiffer Disinfectant Wipes,Household,Swiffer,26.21,16.83,30.0,Active,2022-01-27,Local,2.09
682,CeraVe Waterproof Mascara,Beauty,CeraVe,36.13,19.53,5.0,Active,2024-08-28,Local,0.31
683,HydroFlask Hiking Poles,Sports & Outdoors,HydroFlask,184.79,103.9,4.0,Active,2024-08-23,Local,4.26
684,L'Oréal Waterproof Mascara,Beauty,L'Oréal,67.99,56.07,275.0,Active,2024-04-30,Local,0.44
685,Vitamix Ceramic Pan Set,Home Goods,Vitamix,306.42,197.24,3.0,Active,2024-06-04,Local,3.65
686,Vitamix Handheld Steamer,Home Goods,Vitamix,185.79,159.85,170.0,Active,2021-09-01,Local,7.71
687,Renpho Yoga Mat,Health & Wellness,Renpho,50.79,35.46,282.0,Active,2024-05-09,Local,2.28
688,Mattel Remote Drone,Toys,Mattel,93.5,77.63,432.0,Active,2023-07-09,International,2.44
689,Vitamix Smart Toaster,Home Goods,Vitamix,215.0,166.36,393.0,Active,2023-01-07,International,7.02
690,Dell Fitness Watch,Electronics,Dell,266.09,184.77,145.0,Active,2021-11-01,Local,0.85
691,All-Clad Microfiber Sheets,Home Goods,All-Clad,134.02,113.34,59.0,Discontinued,2024-06-12,Local,12.49
692,Swiffer Kitchen Cleaner,Household,Swiffer,24.57,19.18,53.0,Active,2023-06-27,Local,4.97
693,IKEA Office Desk,Furniture,IKEA,306.45,202.41,68.0,Active,2021-11-14,Local,23.16
694,Penguin Random House Children's Book,Books,Penguin Random House,12.73,8.3,27.0,Active,2022-12-03,International,0.99
695,L'Oréal Charcoal Face Mask,Beauty,L'Oréal,41.15,27.6,262.0,Active,2023-05-20,Local,0.25
696,HydroFlask Hiking Poles,Sports & Outdoors,HydroFlask,80.97,46.37,25.0,Active,2021-06-20,International,3.56
697,Tide Laundry Pods,Household,Tide,27.71,18.63,52.0,Active,2024-02-25,Local,2.0
698,Nike Graphic T-Shirt,Apparel,Nike,108.78,91.9,395.0,Active,2020-10-23,International,0.61
699,Mattel Building Blocks Set,Toys,Mattel,46.59,28.44,333.0,Active,2021-07-30,Local,0.59
700,Nike Running Shorts,Apparel,Nike,96.25,82.16,468.0,Active,2021-04-29,Local,0.72
701,Adidas Cotton T-Shirt,Apparel,Adidas,59.19,53.03,243.0,Active,2024-01-13,International,0.16
702,Yeti Portable Grill,Sports & Outdoors,Yeti,149.53,127.22,457.0,Active,2024-01-13,International,9.76
703,Swiffer Disinfectant Wipes,Household,Swiffer,22.93,15.47,467.0,Active,2024-06-19,Local,4.79
704,Dyson Cordless Blender,Home Goods,Dyson,131.43,72.49,496.0,Active,2021-12-12,Local,12.12
705,Bertolli Granola Bars,Grocery,Bertolli,41.65,32.23,254.0,Active,2023-01-02,International,0.5
706,Yeti Bicycle Helmet,Sports & Outdoors,Yeti,161.39,119.89,206.0,Active,2023-01-06,Local,5.93
707,Apple Portable Power Bank,Electronics,Apple,280.76,219.86,258.0,Active,2024-02-24,Local,1.18
708,Fitbit Resistance Bands,Health & Wellness,Fitbit,25.12,13.02,115.0,Active,2023-06-17,Local,0.53
709,Vitamix Ceramic Pan Set,Home Goods,Vitamix,353.15,267.32,27.0,Active,2022-11-29,International,8.48
710,Ashley Furniture Platform Bed,Furniture,Ashley Furniture,669.41,433.54,498.0,Active,2022-04-14,International,59.43
711,Yeti Hiking Poles,Sports & Outdoors,Yeti,76.61,57.49,30.0,Active,2023-09-16,Local,7.44
712,Vitamix Cordless Blender,Home Goods,Vitamix,389.49,297.15,276.0,Active,2023-11-29,International,9.17
713,Yeti Hiking Poles,Sports & Outdoors,Yeti,70.04,52.79,321.0,Active,2023-07-05,International,2.6
714,Bertolli Organic Coffee,Grocery,Bertolli,33.34,26.71,440.0,Active,2021-01-23,Local,1.51
715,Vitamix Cordless Blender,Home Goods,Vitamix,64.67,44.22,93.0,Active,2023-09-25,Local,8.98
716,Dyson High-Speed Blender,Home Goods,Dyson,134.36,75.94,159.0,Active,2022-02-18,Local,9.51
717,All-Clad Cordless Blender,Home Goods,All-Clad,187.77,162.17,233.0,Discontinued,2021-02-20,Local,8.37
718,HP Smart Mouse,Electronics,HP,94.88,48.23,197.0,Active,2021-09-05,International,3.26
719,All-Clad Aromatherapy Diffuser,Home Goods,All-Clad,314.94,175.44,138.0,Active,2021-01-20,Local,14.53
720,Adidas Slim Jeans,Apparel,Adidas,130.85,76.01,44.0,Active,2023-03-04,Local,0.72
721,Optimum Nutrition Massage Gun,Health & Wellness,Optimum Nutrition,55.71,29.1,125.0,Active,2023-03-16,International,0.46
