InventoryID,ProductID,WarehouseID,StockOnHand,ReorderLevel,SafetyStock,StockAgeDays,AvgMonthlySales,StockStatus,LastPurchasePrice,LastUpdated
11093,1821,104,287,15.0,8,260,28.88,Overstock,276.28,2024-12-14
11094,231,156,80,20.0,6,55,19.12,Overstock,434.4,2025-03-31
11095,618,11,23,12.0,4,333,21.1,OK,85.4,2025-08-16
11096,1053,37,366,16.0,5,301,23.67,Overstock,220.45,2025-08-07
11097,585,73,283,2.0,5,301,44.97,Overstock,300.32,2025-01-17
11098,170,95,735,69.0,9,119,42.55,Overstock,427.09,2024-12-06
11099,1626,52,293,5.0,6,364,22.18,Overstock,349.25,2025-05-28
11100,671,179,57,12.0,6,312,7.68,OK,409.79,2024-11-13
11101,1480,38,411,3.0,9,23,18.93,Overstock,40.42,2024-11-22
11102,1221,173,367,9.0,5,307,6.13,Overstock,329.99,2024-10-22
11103,1469,94,145,7.0,8,229,33.45,Overstock,317.84,2024-11-06
11104,385,182,44,10.0,6,165,12.62,OK,273.05,2025-08-13
11105,806,197,220,14.0,8,105,22.24,Overstock,480.98,2025-03-18
11106,81,33,449,69.0,2,142,6.82,Overstock,48.27,2025-08-22
11107,19,56,506,68.0,6,118,19.12,Overstock,464.19,2025-04-15
11108,1781,175,191,16.0,3,277,27.39,Overstock,396.78,2024-12-25
11109,862,185,282,1.0,4,91,21.23,Overstock,54.84,2025-02-24
11110,1848,10,80,20.0,9,5,14.48,Overstock,190.21,2025-08-02
11111,859,3,315,19.0,7,222,15.79,Overstock,174.42,2024-12-31
11112,1622,95,403,15.0,6,43,42.51,Overstock,97.91,2025-06-20
11113,977,140,401,9.0,10,121,28.37,Overstock,470.86,2025-05-16
11114,1600,11,33,12.0,3,345,7.16,OK,101.38,2025-02-14
11115,58,87,318,83.0,8,70,39.35,Overstock,64.1,2025-01-19
11116,522,136,449,17.0,4,42,16.67,Overstock,276.18,2025-07-26
11117,101,32,579,73.0,7,354,18.78,Overstock,381.18,2024-11-30
11118,1735,195,32,16.0,2,316,20.61,OK,408.19,2025-01-24
11119,1647,33,419,2.0,4,283,36.15,Overstock,115.34,2025-07-20
11120,856,97,237,4.0,2,138,47.81,Overstock,164.05,2025-02-16
11121,633,61,411,7.0,10,220,45.89,Overstock,305.64,2025-05-26
11122,24,158,960,75.0,3,230,37.34,Overstock,461.64,2024-12-01
11123,1913,187,382,2.0,8,32,47.92,Overstock,203.34,2025-07-09
11124,1399,20,26,7.0,6,240,42.67,OK,222.13,2025-04-17
11125,675,21,249,6.0,5,140,16.52,Overstock,286.16,2025-04-08
11126,1562,47,51,14.0,10,146,39.61,OK,76.34,2025-04-27
11127,175,79,479,84.0,1,161,13.7,Overstock,476.13,2025-01-12
11128,341,190,401,2.0,10,320,12.03,Overstock,255.35,2025-05-20
11129,191,56,612,100.0,4,75,11.15,Overstock,124.96,2025-02-15
11130,1620,198,72,3.0,5,162,35.7,Overstock,108.52,2025-02-25
11131,559,33,163,12.0,3,229,46.73,Overstock,252.25,2025-03-05
11132,727,64,115,13.0,10,248,11.6,Overstock,450.1,2024-10-25
11133,1724,158,328,2.0,2,33,34.02,Overstock,472.24,2025-04-29
11134,756,162,285,8.0,10,186,46.91,Overstock,355.59,2025-03-17
11135,442,59,166,15.0,10,308,32.59,Overstock,93.05,2025-09-14
11136,1092,101,390,3.0,3,10,33.89,Overstock,344.09,2024-12-02
11137,658,191,461,11.0,6,186,5.75,Overstock,321.41,2025-09-18
11138,837,35,370,13.0,1,361,16.71,Overstock,250.59,2025-03-18
11139,1703,179,283,14.0,1,86,18.58,Overstock,428.8,2024-12-14
11140,1794,152,244,17.0,7,6,15.15,Overstock,49.12,2025-04-15
11141,503,47,33,1.0,2,167,43.45,OK,385.99,2025-09-25
11142,657,77,122,1.0,7,203,26.44,Overstock,424.39,2025-02-12
11143,1313,184,196,4.0,3,159,48.12,Overstock,421.92,2025-05-19
11144,906,116,473,20.0,7,139,43.98,Overstock,78.84,2025-03-14
11145,1880,168,295,2.0,2,208,44.24,Overstock,383.11,2025-07-12
11146,1189,121,101,18.0,5,14,35.04,Overstock,155.47,2025-08-07
11147,1842,168,465,10.0,1,199,5.25,Overstock,237.32,2025-03-23
11148,869,16,204,18.0,1,117,48.75,Overstock,400.08,2025-05-22
11149,210,30,81,17.0,5,251,12.06,Overstock,427.65,2025-01-04
11150,1758,61,416,16.0,4,316,43.58,Overstock,37.83,2025-05-27
11151,583,192,309,11.0,7,211,20.02,Overstock,392.42,2025-01-17
11152,1477,106,458,12.0,5,329,7.74,Overstock,57.5,2025-05-22
11153,1116,49,20,20.0,6,228,49.99,OK,202.92,2025-09-26
11154,1726,17,307,17.0,1,243,18.02,Overstock,189.44,2025-02-13
11155,1726,104,381,9.0,3,156,29.72,Overstock,471.91,2024-11-21
11156,1951,14,116,19.0,5,323,29.13,Overstock,81.86,2025-01-21
11157,1424,121,264,4.0,5,34,32.21,Overstock,136.7,2025-07-16
11158,1508,25,273,19.0,4,193,22.96,Overstock,269.36,2025-07-11
11159,1096,24,296,6.0,8,108,24.86,Overstock,153.93,2025-09-18
11160,763,129,493,15.0,9,275,24.34,Overstock,495.21,2025-08-08
11161,611,126,447,15.0,3,340,45.5,Overstock,19.86,2024-11-08
11162,514,19,285,1.0,7,123,22.27,Overstock,307.67,2025-09-03
11163,1538,135,369,7.0,8,231,28.73,Overstock,245.82,2025-09-05
11164,763,109,217,13.0,9,59,11.94,Overstock,326.7,2024-10-17
11165,621,179,146,8.0,5,64,26.62,Overstock,477.47,2025-03-11
11166,129,89,371,92.0,6,117,40.92,Overstock,191.11,2025-07-06
11167,550,27,394,1.0,5,63,20.07,Overstock,342.4,2024-10-17
11168,477,142,246,10.0,1,174,5.83,Overstock,338.42,2025-02-26
11169,1115,15,350,18.0,3,300,20.91,Overstock,126.92,2025-06-22
11170,287,97,374,11.0,10,180,29.11,Overstock,319.28,2025-01-06
11171,1312,107,490,20.0,1,104,22.32,Overstock,114.87,2024-10-01
11172,1216,15,147,2.0,3,2,15.74,Overstock,333.29,2025-08-20
11173,521,187,220,20.0,9,93,7.69,Overstock,213.75,2024-12-22
11174,799,102,435,9.0,6,224,22.82,Overstock,444.66,2025-09-07
11175,765,159,31,17.0,9,174,27.14,OK,160.19,2024-12-10
11176,918,4,281,17.0,5,289,13.67,Overstock,237.02,2025-02-23
11177,1806,141,294,5.0,8,271,27.59,Overstock,111.0,2025-03-07
11178,1234,168,82,14.0,8,349,15.57,Overstock,340.62,2024-10-14
11179,1024,116,203,17.0,1,147,18.63,Overstock,391.6,2025-06-28
11180,1604,68,420,15.0,4,355,29.44,Overstock,498.5,2025-09-30
11181,1518,111,245,12.0,5,91,11.96,Overstock,408.5,2025-04-23
11182,1266,46,336,6.0,10,316,24.22,Overstock,385.7,2024-11-26
11183,55,24,662,81.0,2,52,22.81,Overstock,213.15,2025-08-06
11184,1287,197,495,16.0,5,73,14.05,Overstock,161.19,2025-09-17
11185,1633,167,163,11.0,7,277,41.07,Overstock,233.4,2025-08-11
11186,568,123,149,11.0,5,256,27.95,Overstock,241.93,2025-03-27
11187,365,16,155,8.0,10,256,19.51,Overstock,172.65,2025-08-08
11188,230,82,81,9.0,2,350,31.13,Overstock,277.77,2025-03-10
11189,462,146,289,5.0,4,355,36.26,Overstock,70.1,2025-07-26
11190,1388,186,345,2.0,7,158,18.17,Overstock,453.51,2025-08-17
11191,7,160,946,78.0,10,287,27.99,Overstock,65.66,2025-05-20
11192,818,123,494,11.0,4,216,6.38,Overstock,16.42,2025-05-28
11193,1546,113,230,18.0,5,357,8.27,Overstock,456.86,2025-09-17
11194,469,149,429,2.0,6,28,36.37,Overstock,118.25,2025-09-02
11195,1351,4,211,13.0,8,53,19.74,Overstock,169.46,2025-09-04
11196,1556,12,463,8.0,10,263,49.83,Overstock,491.11,2025-02-08
11197,1159,88,433,19.0,2,81,14.88,Overstock,206.74,2024-11-18
11198,1293,147,242,1.0,4,237,22.41,Overstock,45.19,2024-11-25
11199,1140,128,381,9.0,8,192,32.67,Overstock,29.24,2025-05-07
11200,390,63,221,17.0,1,338,20.34,Overstock,355.78,2025-04-26
11201,1730,77,349,11.0,5,269,20.42,Overstock,358.52,2025-03-25
11202,985,198,219,6.0,5,309,38.41,Overstock,324.68,2025-08-15
11203,45,158,533,92.0,2,361,24.55,Overstock,150.14,2025-09-14
11204,197,44,758,72.0,10,80,30.2,Overstock,167.85,2025-06-30
11205,1546,146,240,7.0,3,269,46.01,Overstock,424.13,2025-01-03
11206,1991,60,344,7.0,5,157,45.6,Overstock,320.36,2025-01-24
11207,295,158,278,2.0,8,110,45.82,Overstock,362.99,2024-11-19
11208,599,92,166,16.0,7,273,27.98,Overstock,105.47,2025-04-13
11209,1850,181,235,15.0,1,191,21.88,Overstock,249.24,2025-05-19
11210,1793,163,151,20.0,10,203,46.29,Overstock,167.54,2025-08-23
11211,295,79,174,7.0,6,357,27.34,Overstock,189.91,2024-11-12
11212,730,200,395,19.0,2,46,41.16,Overstock,184.56,2025-01-21
11213,930,25,194,3.0,3,56,11.08,Overstock,432.81,2024-12-06
11214,1695,147,292,3.0,6,309,47.33,Overstock,170.16,2025-07-12
11215,302,190,187,16.0,6,125,47.44,Overstock,427.29,2025-09-03
11216,746,24,14,7.0,4,63,5.4,OK,94.13,2025-10-01
11217,991,175,447,16.0,10,152,31.2,Overstock,340.16,2025-05-31
11218,551,69,65,6.0,7,57,17.07,Overstock,269.3,2025-07-28
11219,1912,50,156,18.0,1,8,8.44,Overstock,72.49,2025-02-16
11220,1041,26,254,14.0,8,68,10.64,Overstock,73.21,2025-01-31
11221,392,96,235,13.0,5,271,43.28,Overstock,428.64,2025-06-16
11222,113,177,476,78.0,4,8,15.5,Overstock,294.08,2024-11-03
11223,1736,144,105,6.0,10,352,45.87,Overstock,332.77,2024-11-10
11224,1390,152,392,16.0,7,192,17.79,Overstock,198.64,2025-01-31
11225,1716,193,456,6.0,8,138,10.24,Overstock,86.59,2025-06-10
11226,675,178,134,7.0,9,229,18.01,Overstock,409.73,2024-11-18
11227,1451,158,133,19.0,10,129,24.74,Overstock,216.17,2024-11-20
11228,1017,15,429,4.0,8,290,47.15,Overstock,118.51,2025-08-14
11229,272,39,191,2.0,9,294,43.41,Overstock,225.15,2025-09-12
11230,1503,195,400,9.0,7,177,48.25,Overstock,77.32,2024-10-13
11231,734,174,489,18.0,5,333,24.1,Overstock,224.04,2025-02-26
11232,1009,198,94,10.0,10,163,41.62,Overstock,308.03,2025-04-01
11233,1587,34,254,13.0,2,65,10.01,Overstock,35.31,2025-03-12
11234,1974,179,393,18.0,8,256,12.1,Overstock,347.93,2025-01-28
11235,539,52,162,20.0,3,138,11.48,Overstock,273.71,2025-06-14
11236,23,137,451,87.0,6,177,10.59,Overstock,430.88,2025-09-22
11237,254,149,19,15.0,4,268,18.37,OK,293.13,2025-05-29
11238,1637,84,179,2.0,8,188,19.83,Overstock,77.04,2024-12-23
11239,1724,172,392,6.0,3,161,5.37,Overstock,59.36,2025-01-30
11240,724,87,174,12.0,7,274,16.12,Overstock,427.14,2025-08-27
11241,1044,99,413,10.0,5,302,42.99,Overstock,441.91,2025-04-25
11242,857,86,102,2.0,3,89,43.87,Overstock,310.06,2025-01-06
11243,1656,74,53,3.0,7,35,42.45,OK,282.89,2025-02-08
11244,905,136,216,19.0,5,278,21.66,Overstock,284.91,2024-10-21
11245,686,69,332,5.0,1,270,35.38,Overstock,106.77,2025-01-11
11246,208,71,169,17.0,8,17,39.34,Overstock,180.74,2025-08-14
11247,1500,139,229,4.0,1,347,8.69,Overstock,366.27,2024-12-15
11248,887,98,328,19.0,4,351,47.12,Overstock,160.66,2025-05-04
11249,1486,52,302,15.0,4,339,39.49,Overstock,126.24,2025-07-30
11250,1495,75,149,2.0,8,234,25.76,Overstock,292.86,2024-10-18
11251,1970,169,25,16.0,6,66,39.22,OK,343.22,2025-02-02
11252,1737,170,38,13.0,1,182,41.85,OK,278.25,2025-08-21
11253,1064,16,459,16.0,7,43,13.49,Overstock,421.65,2024-11-16
11254,388,143,396,7.0,10,123,46.19,Overstock,117.96,2025-06-03
11255,567,49,256,15.0,3,123,29.86,Overstock,244.42,2024-11-27
11256,446,178,427,7.0,8,92,32.42,Overstock,303.59,2025-05-03
11257,540,29,187,7.0,3,350,14.92,Overstock,67.2,2025-06-22
11258,125,155,862,56.0,1,68,9.51,Overstock,198.88,2024-12-19
11259,1215,90,261,14.0,5,145,33.48,Overstock,34.48,2024-10-12
11260,1412,189,125,2.0,5,240,48.08,Overstock,432.81,2025-06-21
11261,56,38,740,75.0,7,323,28.07,Overstock,445.51,2025-08-01
11262,442,154,115,19.0,9,116,49.61,Overstock,129.61,2025-03-25
11263,1115,134,467,4.0,4,196,32.8,Overstock,345.89,2025-07-19
11264,709,120,134,10.0,7,72,18.37,Overstock,442.5,2025-09-26
11265,1038,169,318,9.0,4,264,30.47,Overstock,492.44,2025-05-19
11266,764,65,418,4.0,7,253,27.05,Overstock,8.06,2025-07-20
11267,1418,140,147,14.0,7,31,12.6,Overstock,200.31,2025-03-01
11268,674,119,262,16.0,8,331,40.52,Overstock,454.92,2024-12-03
11269,1017,155,340,17.0,7,350,31.89,Overstock,267.61,2025-05-16
11270,456,59,257,3.0,10,30,28.6,Overstock,119.92,2025-02-22
11271,85,97,576,66.0,9,128,6.29,Overstock,276.27,2025-05-06
11272,1557,195,63,20.0,6,365,45.73,OK,488.56,2024-10-23
11273,1453,1,233,11.0,9,35,40.63,Overstock,408.78,2025-07-01
11274,1067,67,403,1.0,6,66,11.71,Overstock,161.45,2025-01-04
11275,1624,57,266,16.0,6,70,40.42,Overstock,110.17,2025-08-10
11276,913,50,269,10.0,4,113,30.2,Overstock,372.12,2025-03-28
11277,423,22,35,19.0,9,335,34.68,OK,487.15,2025-03-05
11278,1918,152,37,19.0,8,151,20.51,OK,219.32,2025-07-01
11279,1171,190,257,7.0,10,193,5.1,Overstock,475.95,2025-05-11
11280,122,177,806,80.0,3,20,41.82,Overstock,350.57,2025-03-29
11281,328,75,204,19.0,8,94,19.28,Overstock,322.48,2025-04-04
11282,666,119,449,16.0,9,348,40.94,Overstock,291.46,2025-01-15
11283,802,181,258,16.0,9,346,26.25,Overstock,63.4,2025-09-09
11284,1167,13,409,11.0,3,284,12.04,Overstock,162.35,2024-12-05
11285,90,147,496,59.0,3,162,37.98,Overstock,247.86,2025-09-21
11286,1019,71,240,19.0,4,137,47.04,Overstock,202.9,2024-12-11
11287,480,72,171,13.0,6,126,24.21,Overstock,231.71,2024-11-02
11288,217,29,186,1.0,6,345,16.9,Overstock,370.48,2025-09-26
11289,1929,134,23,1.0,7,192,12.68,OK,350.13,2025-05-27
11290,890,64,363,20.0,8,361,11.97,Overstock,301.65,2025-05-21
11291,1618,150,302,1.0,5,159,8.03,Overstock,320.33,2024-11-29
11292,1573,146,115,15.0,3,6,19.68,Overstock,438.35,2025-04-04
11293,1762,84,261,10.0,7,76,11.53,Overstock,281.38,2024-10-09
11294,534,10,301,15.0,8,199,35.31,Overstock,264.14,2024-11-13
11295,1548,43,185,3.0,10,202,7.51,Overstock,150.6,2025-08-09
11296,46,62,759,80.0,9,46,44.91,Overstock,251.98,2025-06-03
11297,1871,130,89,14.0,4,135,6.41,Overstock,424.21,2025-07-28
11298,713,133,48,12.0,1,202,48.97,OK,49.36,2025-02-07
11299,1761,87,248,12.0,10,264,13.64,Overstock,158.77,2025-05-02
11300,1626,185,417,9.0,2,175,30.85,Overstock,118.55,2024-11-01
11301,265,7,152,20.0,6,67,9.71,Overstock,465.76,2025-03-24
11302,616,196,99,12.0,7,55,22.03,Overstock,407.9,2025-02-17
11303,740,7,459,2.0,7,230,29.25,Overstock,172.39,2025-03-30
11304,1114,125,365,16.0,3,108,43.32,Overstock,288.39,2025-08-09
11305,1864,150,66,5.0,7,12,26.75,Overstock,226.1,2024-12-26
11306,1773,134,120,10.0,1,230,44.83,Overstock,168.36,2025-09-17
11307,1710,154,325,7.0,8,131,13.36,Overstock,11.2,2025-04-26
11308,1945,17,35,1.0,10,272,20.1,OK,197.01,2025-02-21
11309,216,64,100,5.0,9,226,14.75,Overstock,281.97,2024-12-08
11310,282,89,420,2.0,4,66,21.01,Overstock,342.44,2024-11-08
11311,183,45,791,66.0,3,39,47.39,Overstock,299.97,2025-01-30
11312,859,24,301,15.0,5,232,40.28,Overstock,484.58,2025-03-21
11313,1683,161,361,9.0,7,144,9.32,Overstock,75.69,2025-09-09
11314,1865,70,495,20.0,10,82,12.72,Overstock,470.24,2025-04-30
11315,1804,56,278,17.0,7,118,46.21,Overstock,205.76,2024-12-15
11316,1661,5,415,14.0,1,233,19.3,Overstock,22.44,2025-08-09
11317,308,43,164,14.0,7,66,15.42,Overstock,89.82,2025-05-04
11318,1795,8,13,4.0,4,229,11.82,OK,8.75,2024-12-27
11319,1629,127,483,11.0,1,272,35.65,Overstock,125.56,2025-02-13
11320,1644,1,296,10.0,8,119,29.28,Overstock,312.45,2025-01-01
11321,300,44,433,11.0,3,127,21.7,Overstock,432.26,2024-11-13
11322,661,168,233,13.0,3,33,16.14,Overstock,21.07,2025-07-22
11323,333,8,156,19.0,7,260,21.24,Overstock,166.18,2025-01-05
11324,1229,66,279,15.0,5,301,13.73,Overstock,280.44,2025-08-08
11325,1472,143,41,18.0,10,45,19.85,OK,149.25,2025-01-17
11326,1487,193,59,7.0,1,240,21.27,Overstock,332.7,2025-07-01
11327,1842,34,97,9.0,2,269,37.29,Overstock,411.59,2025-08-24
11328,5,38,395,88.0,5,68,14.39,Overstock,157.4,2024-11-10
11329,7,75,527,94.0,7,130,15.3,Overstock,280.12,2024-10-21
11330,1070,190,55,18.0,5,213,27.05,OK,225.21,2025-05-25
11331,1371,140,137,20.0,10,98,14.18,Overstock,360.51,2025-05-30
11332,313,115,371,1.0,2,76,42.34,Overstock,349.91,2025-04-18
11333,688,73,498,3.0,6,298,46.72,Overstock,449.26,2025-05-25
11334,1579,172,68,7.0,8,348,10.95,Overstock,53.04,2025-01-20
11335,1644,98,44,12.0,10,288,20.57,OK,461.32,2025-07-21
11336,1624,64,478,10.0,8,287,43.38,Overstock,144.88,2025-09-03
11337,1852,131,47,13.0,6,1,16.15,OK,153.68,2025-03-28
11338,348,35,164,12.0,8,65,25.46,Overstock,417.45,2025-01-23
11339,1427,33,219,5.0,8,291,30.97,Overstock,238.65,2025-07-01
11340,1798,15,374,4.0,2,260,25.97,Overstock,55.02,2024-12-27
11341,790,9,381,2.0,3,183,47.3,Overstock,83.51,2025-01-27
11342,763,154,73,8.0,7,211,39.65,Overstock,348.12,2024-10-02
11343,1595,47,100,17.0,9,234,35.79,Overstock,48.78,2025-07-31
11344,1701,191,126,20.0,5,197,37.08,Overstock,471.07,2025-06-16
11345,952,196,472,1.0,10,1,36.15,Overstock,133.14,2025-09-30
11346,316,100,379,2.0,8,249,45.24,Overstock,255.9,2025-03-18
11347,1083,50,428,9.0,7,300,41.36,Overstock,178.07,2024-12-14
11348,773,54,89,3.0,3,145,41.37,Overstock,168.65,2025-01-07
11349,130,83,418,100.0,7,308,36.4,Overstock,477.96,2025-06-29
11350,522,60,118,16.0,2,117,5.93,Overstock,163.45,2024-10-28
11351,485,56,227,13.0,1,23,20.87,Overstock,143.91,2025-05-24
11352,940,128,225,6.0,8,211,25.83,Overstock,210.7,2024-11-10
11353,1319,116,417,8.0,6,114,44.17,Overstock,333.29,2024-11-22
11354,717,166,303,18.0,9,119,43.12,Overstock,474.36,2025-05-15
11355,462,172,143,10.0,4,150,11.03,Overstock,163.1,2025-01-24
11356,877,112,263,11.0,6,50,33.57,Overstock,122.8,2024-10-08
11357,156,82,715,77.0,9,129,10.44,Overstock,80.1,2024-11-19
11358,1294,104,234,17.0,8,48,15.99,Overstock,194.36,2024-11-12
11359,1942,63,34,18.0,8,16,21.63,OK,368.31,2025-08-01
11360,972,174,80,11.0,4,265,23.62,Overstock,496.09,2025-06-24
11361,729,17,466,14.0,10,343,7.46,Overstock,413.26,2025-07-13
11362,1073,105,481,1.0,6,202,41.98,Overstock,204.67,2024-12-07
11363,1504,144,417,13.0,7,162,36.17,Overstock,298.77,2025-07-28
11364,1891,36,347,1.0,7,6,24.8,Overstock,363.23,2025-01-19
11365,527,92,401,18.0,5,89,47.44,Overstock,99.45,2025-04-08
11366,1252,192,246,10.0,4,345,30.57,Overstock,153.31,2025-08-11
11367,1429,118,434,4.0,4,248,28.36,Overstock,186.68,2025-03-24
11368,592,46,192,7.0,1,295,43.21,Overstock,100.93,2025-10-01
11369,1034,143,61,9.0,8,73,7.49,Overstock,27.67,2025-04-23
11370,492,136,222,10.0,10,114,5.35,Overstock,238.56,2025-06-25
11371,1506,173,416,4.0,7,91,44.63,Overstock,140.27,2025-08-25
11372,1886,177,69,8.0,4,148,49.82,Overstock,423.37,2025-01-20
11373,702,75,419,18.0,8,173,27.62,Overstock,15.89,2025-07-23
11374,972,131,461,8.0,10,27,44.91,Overstock,439.66,2025-08-20
11375,602,196,257,16.0,1,194,39.76,Overstock,467.02,2024-12-15
11376,866,5,228,18.0,3,70,12.55,Overstock,483.15,2025-06-03
11377,311,81,271,19.0,1,46,30.34,Overstock,71.68,2025-08-15
11378,2000,122,299,16.0,3,177,37.75,Overstock,30.13,2025-05-17
11379,1864,91,198,18.0,6,265,30.26,Overstock,367.0,2025-01-06
11380,1187,53,73,4.0,8,160,8.88,Overstock,392.75,2025-02-08
11381,813,121,129,8.0,3,343,41.52,Overstock,201.51,2025-06-27
11382,626,115,152,14.0,1,91,38.05,Overstock,129.12,2024-11-24
11383,1199,21,278,19.0,2,226,12.4,Overstock,292.31,2025-09-03
11384,1504,194,93,9.0,8,55,21.21,Overstock,433.8,2025-08-30
11385,386,198,216,1.0,4,218,8.38,Overstock,366.99,2025-08-20
11386,1598,79,485,17.0,3,84,14.08,Overstock,127.73,2025-03-11
11387,198,195,681,89.0,1,173,49.14,Overstock,320.6,2025-01-01
11388,569,175,380,7.0,3,197,6.21,Overstock,269.09,2025-05-17
11389,1442,107,492,7.0,3,161,5.87,Overstock,451.13,2025-07-14
11390,986,179,296,19.0,5,185,39.88,Overstock,131.74,2025-06-23
11391,1480,199,188,10.0,6,309,32.07,Overstock,106.81,2025-06-26
11392,1260,75,44,9.0,6,78,9.53,OK,146.63,2024-11-17
11393,568,188,292,1.0,10,57,39.75,Overstock,66.53,2025-05-28
11394,752,67,462,13.0,6,160,10.69,Overstock,10.51,2025-07-30
11395,1824,94,187,11.0,1,88,13.73,Overstock,134.97,2024-10-10
11396,244,47,16,1.0,10,155,7.12,OK,146.31,2025-07-31
11397,528,66,435,4.0,8,60,45.92,Overstock,286.35,2025-03-10
11398,838,56,116,5.0,7,187,6.27,Overstock,467.19,2025-07-10
11399,803,136,251,4.0,9,49,39.54,Overstock,91.47,2025-07-31
11400,1775,29,15,1.0,6,209,31.29,OK,147.04,2024-11-20
11401,90,101,534,84.0,2,127,17.75,Overstock,222.42,2025-02-06
11402,754,111,418,16.0,1,44,12.08,Overstock,171.45,2025-08-31
11403,1532,80,364,20.0,2,192,17.56,Overstock,171.07,2025-03-06
11404,1312,79,498,7.0,9,75,10.68,Overstock,404.12,2024-10-26
11405,329,99,145,15.0,1,108,48.97,Overstock,142.93,2025-06-17
11406,1428,153,135,9.0,3,35,37.24,Overstock,368.67,2024-11-01
11407,493,115,23,1.0,1,250,43.78,OK,58.74,2025-07-05
11408,1611,70,373,5.0,9,274,17.14,Overstock,381.98,2025-02-25
11409,690,96,102,12.0,8,295,43.32,Overstock,486.02,2024-12-15
11410,1204,178,332,15.0,1,176,38.91,Overstock,60.95,2025-06-24
11411,996,191,300,5.0,8,149,35.06,Overstock,204.11,2025-01-31
11412,752,162,441,2.0,4,162,19.67,Overstock,317.56,2025-06-02
11413,473,84,423,2.0,10,28,40.55,Overstock,314.88,2025-04-23
11414,1300,106,166,16.0,5,338,33.24,Overstock,93.46,2025-09-22
11415,401,93,268,13.0,10,98,5.75,Overstock,88.88,2025-07-31
11416,1063,56,285,1.0,3,335,10.37,Overstock,170.11,2024-10-15
11417,845,76,44,18.0,4,192,16.59,OK,218.59,2024-11-18
11418,1022,194,137,20.0,1,172,36.34,Overstock,247.24,2025-03-28
11419,1653,172,227,2.0,4,352,8.03,Overstock,383.35,2025-09-23
11420,452,90,153,17.0,6,257,5.17,Overstock,271.08,2025-06-08
11421,925,106,318,9.0,2,108,49.34,Overstock,205.55,2025-05-30
11422,1477,176,225,12.0,8,33,12.4,Overstock,77.77,2025-08-22
11423,1381,162,22,13.0,4,203,34.55,OK,23.13,2025-01-28
11424,1680,195,52,18.0,5,172,47.39,OK,94.89,2025-06-25
11425,533,125,90,8.0,1,307,5.97,Overstock,118.92,2024-11-12
11426,1714,57,462,2.0,9,166,12.98,Overstock,471.1,2024-11-09
11427,388,136,397,2.0,2,150,29.23,Overstock,190.9,2025-01-21
11428,1588,119,13,15.0,2,359,38.27,Low,381.79,2025-02-06
11429,311,62,227,20.0,5,42,19.43,Overstock,55.6,2025-08-25
11430,1106,53,404,2.0,9,185,13.21,Overstock,393.65,2025-05-24
11431,525,178,447,5.0,6,170,30.12,Overstock,139.79,2025-07-04
11432,1739,132,209,10.0,8,225,21.71,Overstock,343.61,2024-12-13
11433,835,114,492,10.0,5,207,38.7,Overstock,376.2,2024-12-07
11434,897,76,476,15.0,8,172,14.36,Overstock,411.76,2025-06-16
11435,257,119,232,19.0,6,141,48.52,Overstock,368.66,2025-06-28
11436,1772,79,476,2.0,4,258,39.02,Overstock,136.23,2024-10-03
11437,1835,103,18,5.0,7,261,35.94,OK,392.02,2025-07-23
11438,182,76,716,84.0,3,138,42.4,Overstock,189.67,2025-03-11
11439,1313,9,491,10.0,3,186,9.17,Overstock,380.64,2024-10-27
11440,1020,15,498,20.0,4,263,30.48,Overstock,210.8,2025-06-21
11441,584,106,256,2.0,4,335,43.09,Overstock,460.06,2025-07-04
11442,544,182,177,17.0,10,296,34.26,Overstock,474.55,2025-09-09
11443,1066,2,349,14.0,4,8,23.11,Overstock,247.56,2024-10-31
11444,809,35,360,11.0,6,165,13.53,Overstock,384.75,2025-06-02
11445,1782,42,119,16.0,1,332,15.49,Overstock,325.77,2025-05-16
11446,1037,36,332,16.0,5,292,7.84,Overstock,245.59,2024-11-26
11447,1646,192,87,4.0,5,160,30.28,Overstock,330.88,2025-06-20
11448,902,36,444,4.0,6,70,15.68,Overstock,219.01,2025-08-24
11449,1450,109,341,8.0,8,328,47.27,Overstock,174.9,2025-08-05
11450,225,20,139,20.0,10,42,49.93,Overstock,20.24,2025-08-06
11451,440,79,39,5.0,9,42,37.97,OK,117.96,2025-05-28
11452,1766,8,161,16.0,8,124,40.98,Overstock,474.6,2024-10-28
11453,1410,47,253,12.0,7,217,24.17,Overstock,48.21,2025-09-15
11454,1164,104,336,14.0,9,74,14.52,Overstock,21.92,2024-12-30
11455,1323,82,492,1.0,4,355,42.71,Overstock,438.52,2025-08-19
11456,889,137,272,3.0,8,165,20.93,Overstock,40.7,2025-06-28
11457,13,140,434,71.0,4,101,37.01,Overstock,11.69,2025-07-25
11458,1559,53,53,4.0,9,322,12.02,OK,294.13,2025-03-10
11459,1739,10,180,6.0,4,291,22.93,Overstock,455.4,2024-10-31
11460,1128,158,499,19.0,9,177,20.05,Overstock,84.1,2024-11-01
11461,662,174,40,14.0,7,13,31.55,OK,100.6,2025-05-25
11462,226,117,307,19.0,5,6,23.08,Overstock,251.55,2024-12-27
11463,1550,111,282,2.0,7,40,37.1,Overstock,483.72,2025-03-01
11464,22,75,413,93.0,1,126,6.42,Overstock,205.98,2025-07-25
11465,889,184,276,17.0,5,93,48.29,Overstock,212.72,2025-07-28
